TRANSACTION_ID,SUPPLIER_PARENT_NAME,SUPPERLIER_NAME,MATERIAL_DESCRIPTION,GL_ACCOUNT_DESCRIPTION,INVOICE_DESCRIPTION,MCC_DESCRIPTION,PO_DESCRIPTION,AMOUNT
TRANS723867,PARENT_SUPPLIER_590721,SUPPLIER_590721,,AP - LC,,,, 0.09 
TRANS421091,PARENT_SUPPLIER_710041,SUPPLIER_710041,,AP - LC,LUNCH BOXES FOR MEETING,,, 1.14 
TRANS298604,PARENT_SUPPLIER_325755,SUPPLIER_325755,,AP - LC,,,, 0.22 
TRANS113359,PARENT_SUPPLIER_383651,SUPPLIER_383651,,AP - LC,D1?54557?9/13CTO?WS@?Fukuoka?Red?Cross?Hospital?Transportation?Cost,,, 2.70 
TRANS512885,PARENT_SUPPLIER_191781,SUPPLIER_191781,,ÆäËûÓ¦¸¶ÕË¿î-¹©Ó¦ÉÌ,,,, 429.79 
TRANS209391,PARENT_SUPPLIER_757139,SUPPLIER_757139,,ÆäËûÓ¦¸¶ÕË¿î-¹©Ó¦ÉÌ,CICI?Marcom?Cost?/?Sun?Jiani?08/14/2019,,," 14,326.31 "
TRANS802814,PARENT_SUPPLIER_593519,SUPPLIER_593519,,AP - F CUR.,WATER TREATMENT / SALT ROOM - TREAT,,WATER TREATMENT / SALT ROOM - TREAT," 2,018.73 "
TRANS447027,PARENT_SUPPLIER_933431,SUPPLIER_933431,,ÆäËûÓ¦¸¶ÕË¿î-¹©Ó¦ÉÌ,AV-SH?Social?Security?Provident?Fund?expenses?1910/pan?zhuniu?10/25/2019,,," 10,962.74 "
TRANS128887,PARENT_SUPPLIER_442730,SUPPLIER_442730,,ÆäËûÓ¦¸¶ÕË¿î-¹©Ó¦ÉÌ,AV-SH?Social?Security?Provident?Fund?expenses?1910/pan?zhuniu?10/25/2019,,," 2,276.13 "
TRANS408205,PARENT_SUPPLIER_753550,SUPPLIER_753550,,ÆäËûÓ¦¸¶ÕË¿î-¹©Ó¦ÉÌ,AV-SH?Social?Security?Provident?Fund?expenses?1910/pan?zhuniu?10/25/2019,,, 858.30 
TRANS966193,PARENT_SUPPLIER_653920,SUPPLIER_653920,,ÆäËûÓ¦¸¶ÕË¿î-¹©Ó¦ÉÌ,AV-SH?Social?Security?Provident?Fund?expenses?1910/pan?zhuniu?10/25/2019,,," 19,042.37 "
TRANS302834,PARENT_SUPPLIER_102587,SUPPLIER_102587,,ÆäËûÓ¦¸¶ÕË¿î-¹©Ó¦ÉÌ,AV-SH?Social?Security?Provident?Fund?expenses?1910/pan?zhuniu?10/25/2019,,," 7,028.98 "
TRANS907620,PARENT_SUPPLIER_968583,SUPPLIER_968583,,ÆäËûÓ¦¸¶ÕË¿î-¹©Ó¦ÉÌ,AV-SH?Social?Security?Provident?Fund?expenses?1910/pan?zhuniu?10/25/2019,,," 16,031.32 "
TRANS112417,PARENT_SUPPLIER_331560,SUPPLIER_331560,,ÆäËûÓ¦¸¶ÕË¿î-¹©Ó¦ÉÌ,AV-SH?Social?Security?Provident?Fund?expenses?1910/pan?zhuniu?10/25/2019,,," 3,319.98 "
TRANS946749,PARENT_SUPPLIER_670902,SUPPLIER_670902,,ÆäËûÓ¦¸¶ÕË¿î-¹©Ó¦ÉÌ,AV-SH?Social?Security?Provident?Fund?expenses?1910/pan?zhuniu?10/25/2019,,," 6,597.56 "
TRANS964067,PARENT_SUPPLIER_345290,SUPPLIER_345290,,ÆäËûÓ¦¸¶ÕË¿î-¹©Ó¦ÉÌ,AV-SH?Social?Security?Provident?Fund?expenses?1910/pan?zhuniu?10/25/2019,,," 3,713.41 "
TRANS469741,PARENT_SUPPLIER_660974,SUPPLIER_660974,,ÆäËûÓ¦¸¶ÕË¿î-¹©Ó¦ÉÌ,AV-SH?Social?Security?Provident?Fund?expenses?1910/pan?zhuniu?10/25/2019,,, 858.30 
TRANS276937,PARENT_SUPPLIER_372570,SUPPLIER_372570,,ÆäËûÓ¦¸¶ÕË¿î-¹©Ó¦ÉÌ,AV-SH?Social?Security?Provident?Fund?expenses?1910/pan?zhuniu?10/25/2019,,," 1,716.61 "
TRANS325883,PARENT_SUPPLIER_441064,SUPPLIER_441064,,ÆäËûÓ¦¸¶ÕË¿î-¹©Ó¦ÉÌ,AV-SH?Social?Security?Provident?Fund?expenses?1910/pan?zhuniu?10/25/2019,,," 4,497.97 "
TRANS435954,PARENT_SUPPLIER_755740,SUPPLIER_755740,,ÆäËûÓ¦¸¶ÕË¿î-¹©Ó¦ÉÌ,AV-SH?Social?Security?Provident?Fund?expenses?1910/pan?zhuniu?10/25/2019,,," 3,694.83 "
TRANS553964,PARENT_SUPPLIER_692600,SUPPLIER_692600,,ÆäËûÓ¦¸¶ÕË¿î-¹©Ó¦ÉÌ,AV-SH?Social?Security?Provident?Fund?expenses?1910/pan?zhuniu?10/25/2019,,," 1,467.48 "
TRANS893526,PARENT_SUPPLIER_128523,SUPPLIER_128523,,ÆäËûÓ¦¸¶ÕË¿î-¹©Ó¦ÉÌ,AV-SH?Social?Security?Provident?Fund?expenses?1910/pan?zhuniu?10/25/2019,,, 973.07 
TRANS429170,PARENT_SUPPLIER_756503,SUPPLIER_756503,,ÆäËûÓ¦¸¶ÕË¿î-¹©Ó¦ÉÌ,AV-SH?Social?Security?Provident?Fund?expenses?1910/pan?zhuniu?10/25/2019,,," 1,566.78 "
TRANS954031,PARENT_SUPPLIER_710347,SUPPLIER_710347,,ÆäËûÓ¦¸¶ÕË¿î-¹©Ó¦ÉÌ,AV-SH?Social?Security?Provident?Fund?expenses?1910/pan?zhuniu?10/25/2019,,, 858.30 
TRANS810715,PARENT_SUPPLIER_789192,SUPPLIER_789192,,ÆäËûÓ¦¸¶ÕË¿î-¹©Ó¦ÉÌ,AV-SH?Social?Security?Provident?Fund?expenses?1910/pan?zhuniu?10/25/2019,,," 5,290.07 "
TRANS955632,PARENT_SUPPLIER_550373,SUPPLIER_550373,,ÆäËûÓ¦¸¶ÕË¿î-¹©Ó¦ÉÌ,AV-SH?Social?Security?Provident?Fund?expenses?1910/pan?zhuniu?10/25/2019,,," 2,927.41 "
TRANS149800,PARENT_SUPPLIER_412231,SUPPLIER_412231,,ÆäËûÓ¦¸¶ÕË¿î-¹©Ó¦ÉÌ,AV-SH?Social?Security?Provident?Fund?expenses?1910/pan?zhuniu?10/25/2019,,," 1,425.67 "
TRANS217431,PARENT_SUPPLIER_540614,SUPPLIER_540614,,ÆäËûÓ¦¸¶ÕË¿î-¹©Ó¦ÉÌ,AV-SH?Social?Security?Provident?Fund?expenses?1910/pan?zhuniu?10/25/2019,,," 2,977.35 "
TRANS855761,PARENT_SUPPLIER_787228,SUPPLIER_787228,,ÆäËûÓ¦¸¶ÕË¿î-¹©Ó¦ÉÌ,AV-SH?Social?Security?Provident?Fund?expenses?1910/pan?zhuniu?10/25/2019,,," 1,951.80 "
TRANS904472,PARENT_SUPPLIER_523583,SUPPLIER_523583,,ÆäËûÓ¦¸¶ÕË¿î-¹©Ó¦ÉÌ,AV-SH?Social?Security?Provident?Fund?expenses?1910/pan?zhuniu?10/25/2019,,," 1,716.61 "
TRANS239169,PARENT_SUPPLIER_599318,SUPPLIER_599318,,ÆäËûÓ¦¸¶ÕË¿î-¹©Ó¦ÉÌ,AV-SH?Social?Security?Provident?Fund?expenses?1910/pan?zhuniu?10/25/2019,,," 17,156.75 "
TRANS723340,PARENT_SUPPLIER_618995,SUPPLIER_618995,,ÆäËûÓ¦¸¶ÕË¿î-¹©Ó¦ÉÌ,AV-SH?Social?Security?Provident?Fund?expenses?1910/pan?zhuniu?10/25/2019,,, 480.84 
TRANS981241,PARENT_SUPPLIER_464976,SUPPLIER_464976,,ÆäËûÓ¦¸¶ÕË¿î-¹©Ó¦ÉÌ,AV-SH?Social?Security?Provident?Fund?expenses?1910/pan?zhuniu?10/25/2019,,," 1,013.33 "
TRANS606469,PARENT_SUPPLIER_101673,SUPPLIER_101673,,ÆäËûÓ¦¸¶ÕË¿î-¹©Ó¦ÉÌ,AV-SH?Social?Security?Provident?Fund?expenses?1910/pan?zhuniu?10/25/2019,,," 2,570.85 "
TRANS679532,PARENT_SUPPLIER_928499,SUPPLIER_928499,,ÆäËûÓ¦¸¶ÕË¿î-¹©Ó¦ÉÌ,AV-SH?Social?Security?Provident?Fund?expenses?1910/pan?zhuniu?10/25/2019,,," 27,741.99 "
TRANS122663,PARENT_SUPPLIER_173994,SUPPLIER_173994,,ÆäËûÓ¦¸¶ÕË¿î-¹©Ó¦ÉÌ,AV-SH?Social?Security?Provident?Fund?expenses?1910/pan?zhuniu?10/25/2019,,," 2,417.83 "
TRANS514542,PARENT_SUPPLIER_826533,SUPPLIER_826533,,ÆäËûÓ¦¸¶ÕË¿î-¹©Ó¦ÉÌ,AV-SH?Social?Security?Provident?Fund?expenses?1910/pan?zhuniu?10/25/2019,,," 2,574.91 "
TRANS463536,PARENT_SUPPLIER_412979,SUPPLIER_412979,,ÆäËûÓ¦¸¶ÕË¿î-¹©Ó¦ÉÌ,AV-SH?Social?Security?Provident?Fund?expenses?1910/pan?zhuniu?10/25/2019,,," 4,848.30 "
TRANS655566,PARENT_SUPPLIER_987201,SUPPLIER_987201,,ÆäËûÓ¦¸¶ÕË¿î-¹©Ó¦ÉÌ,AV-SH?Social?Security?Provident?Fund?expenses?1910/pan?zhuniu?10/25/2019,,," 12,894.40 "
TRANS491381,PARENT_SUPPLIER_682274,SUPPLIER_682274,,ÆäËûÓ¦¸¶ÕË¿î-¹©Ó¦ÉÌ,AV-SH?Social?Security?Provident?Fund?expenses?1910/pan?zhuniu?10/25/2019,,," 1,948.03 "
TRANS434674,PARENT_SUPPLIER_215321,SUPPLIER_215321,,ÆäËûÓ¦¸¶ÕË¿î-¹©Ó¦ÉÌ,AV-SH?Social?Security?Provident?Fund?expenses?1910/pan?zhuniu?10/25/2019,,," 11,002.03 "
TRANS267118,PARENT_SUPPLIER_564180,SUPPLIER_564180,,ÆäËûÓ¦¸¶ÕË¿î-¹©Ó¦ÉÌ,AV-SH?Social?Security?Provident?Fund?expenses?1910/pan?zhuniu?10/25/2019,,," 1,393.44 "
TRANS756657,PARENT_SUPPLIER_700665,SUPPLIER_700665,,ÆäËûÓ¦¸¶ÕË¿î-¹©Ó¦ÉÌ,AV-SH?Social?Security?Provident?Fund?expenses?1910/pan?zhuniu?10/25/2019,,," 14,993.38 "
TRANS820687,PARENT_SUPPLIER_442665,SUPPLIER_442665,,ÆäËûÓ¦¸¶ÕË¿î-¹©Ó¦ÉÌ,AV-SH?Social?Security?Provident?Fund?expenses?1910/pan?zhuniu?10/25/2019,,," 8,371.17 "
TRANS136218,PARENT_SUPPLIER_461632,SUPPLIER_461632,,ÆäËûÓ¦¸¶ÕË¿î-¹©Ó¦ÉÌ,AV-SH?Social?Security?Provident?Fund?expenses?1910/pan?zhuniu?10/25/2019,,," 3,917.73 "
TRANS858645,PARENT_SUPPLIER_269069,SUPPLIER_269069,,ÆäËûÓ¦¸¶ÕË¿î-¹©Ó¦ÉÌ,AV-SH?Social?Security?Provident?Fund?expenses?1910/pan?zhuniu?10/25/2019,,," 17,304.22 "
TRANS281324,PARENT_SUPPLIER_308207,SUPPLIER_308207,,ÆäËûÓ¦¸¶ÕË¿î-¹©Ó¦ÉÌ,AV-SH?Social?Security?Provident?Fund?expenses?1910/pan?zhuniu?10/25/2019,,," 9,745.81 "
TRANS800315,PARENT_SUPPLIER_930318,SUPPLIER_930318,,ÆäËûÓ¦¸¶ÕË¿î-¹©Ó¦ÉÌ,AV-SH?Social?Security?Provident?Fund?expenses?1910/pan?zhuniu?10/25/2019,,," 18,456.93 "
TRANS860591,PARENT_SUPPLIER_102778,SUPPLIER_102778,,ÆäËûÓ¦¸¶ÕË¿î-¹©Ó¦ÉÌ,AV-SH?Social?Security?Provident?Fund?expenses?1910/pan?zhuniu?10/25/2019,,," 20,940.63 "
TRANS363947,PARENT_SUPPLIER_939980,SUPPLIER_939980,,ÆäËûÓ¦¸¶ÕË¿î-¹©Ó¦ÉÌ,AV-SH?Social?Security?Provident?Fund?expenses?1910/pan?zhuniu?10/25/2019,,," 7,466.64 "
TRANS594206,PARENT_SUPPLIER_729693,SUPPLIER_729693,,ÆäËûÓ¦¸¶ÕË¿î-¹©Ó¦ÉÌ,AV-SH?Social?Security?Provident?Fund?expenses?1910/pan?zhuniu?10/25/2019,,," 3,273.44 "
TRANS875863,PARENT_SUPPLIER_339518,SUPPLIER_339518,,ÆäËûÓ¦¸¶ÕË¿î-¹©Ó¦ÉÌ,AV-SH?Social?Security?Provident?Fund?expenses?1910/pan?zhuniu?10/25/2019,,, 858.30 
TRANS591082,PARENT_SUPPLIER_735631,SUPPLIER_735631,,ÆäËûÓ¦¸¶ÕË¿î-¹©Ó¦ÉÌ,AV-SH?Social?Security?Provident?Fund?expenses?1910/pan?zhuniu?10/25/2019,,," 12,952.69 "
TRANS913702,PARENT_SUPPLIER_884344,SUPPLIER_884344,,AP - LC,A4?CRO?Expense?(Project?Management),,, 36.56 
TRANS441768,PARENT_SUPPLIER_461998,SUPPLIER_461998,,AP - LC,,,, 2.92 
TRANS636805,PARENT_SUPPLIER_279426,SUPPLIER_279426,,AP - LC,,,, 3.83 
TRANS922452,PARENT_SUPPLIER_993260,SUPPLIER_993260,,AP - LC,A4?CRO?Fee?(DM?Business),,, 47.88 
TRANS972070,PARENT_SUPPLIER_817445,SUPPLIER_817445,,AP - LC,,,, 0.02 
TRANS856920,PARENT_SUPPLIER_741869,SUPPLIER_741869,,AP - LC,July:?Storage?fee?(Yoyoyogi/accounting?slip),,, 0.31 
TRANS159349,PARENT_SUPPLIER_433651,SUPPLIER_433651,,AP - LC,,,, 0.08 
TRANS716624,PARENT_SUPPLIER_888004,SUPPLIER_888004,,AP - LC,STATIONERY,,, 1.01 
TRANS891330,PARENT_SUPPLIER_341820,SUPPLIER_341820,,ÆäËûÓ¦¸¶ÕË¿î-¹©Ó¦ÉÌ,,,, 421.94 
TRANS204319,PARENT_SUPPLIER_752844,SUPPLIER_752844,,ÆäËûÓ¦¸¶ÕË¿î-¹©Ó¦ÉÌ,September?2019?Inbound?and?Outbound?Logistics?Charges/Gary?Song?10/29/2019,,," 4,859.42 "
TRANS269495,PARENT_SUPPLIER_770335,SUPPLIER_770335,,ÆäËûÓ¦¸¶ÕË¿î-¹©Ó¦ÉÌ,September?2019?Bonded?Goods?Inbound?and?Outbound?Logistics?Charges/Gary?Song?10/29/2019,,," 2,172.91 "
TRANS639282,PARENT_SUPPLIER_232328,SUPPLIER_232328,,ÆäËûÓ¦¸¶ÕË¿î-¹©Ó¦ÉÌ,October?2019?CT?MKT?Order?Simulator?Duty/Gary?Song?10/30/2019,,, 242.59 
TRANS460504,PARENT_SUPPLIER_738050,SUPPLIER_738050,,ÆäËûÓ¦¸¶ÕË¿î-¹©Ó¦ÉÌ,October?2019?CT?MKT?Order?Simulator?VAT?Duty/Gary?Song?10/30/2019,,, 662.27 
TRANS501921,PARENT_SUPPLIER_235961,SUPPLIER_235961,,AP - LC,Reimbursable Expenses to HCP's,,, 10.00 
TRANS341750,PARENT_SUPPLIER_771425,SUPPLIER_771425,,AP - LC,Reimbursable Expenses to HCP's,,, 45.00 
TRANS462854,PARENT_SUPPLIER_482212,SUPPLIER_482212,,AP - LC,,,, 2.78 
TRANS352363,PARENT_SUPPLIER_291801,SUPPLIER_291801,,AP - LC,1?Incumbent?Purchase?for?CoE?(3?Incoms/10?Receivers),,, 34.74 
TRANS839224,PARENT_SUPPLIER_846123,SUPPLIER_846123,,AP - LC,MS-3168 REV. 1 CAN NON-COATED 33F,,MS-3168 REV. 1 CAN NON-COATED 33F, 896.10 
TRANS129690,PARENT_SUPPLIER_381728,SUPPLIER_381728,,AP - LC,MS-3153 REV. 1 CAN NON-COATED 31F,,MS-3153 REV. 1 CAN NON-COATED 31F, 89.61 
TRANS839369,PARENT_SUPPLIER_835739,SUPPLIER_835739,,ÆäËûÓ¦¸¶ÕË¿î-¹©Ó¦ÉÌ,Q2/Jennifer?09/03/2019,,," 1,220.38 "
TRANS234314,PARENT_SUPPLIER_259555,SUPPLIER_259555,,ÆäËûÓ¦¸¶ÕË¿î-¹©Ó¦ÉÌ,Liu?Beijian?Lecture?1000?/?Huang?Ruijie?10/25/2019,,, 145.18 
TRANS996463,PARENT_SUPPLIER_270551,SUPPLIER_270551,,ÆäËûÓ¦¸¶ÕË¿î-¹©Ó¦ÉÌ,Booth/Ma?Baolong?10/29/2019,,," 4,355.40 "
TRANS561139,PARENT_SUPPLIER_791364,SUPPLIER_791364,,AP - LC,renewal?of?insurance?premium?work,,, 45.39 
TRANS675235,PARENT_SUPPLIER_708060,SUPPLIER_708060,,ÆäËûÓ¦¸¶ÕË¿î-¹©Ó¦ÉÌ,,,, 2.04 
TRANS732794,PARENT_SUPPLIER_290447,SUPPLIER_290447,,ÆäËûÓ¦¸¶ÕË¿î-¹©Ó¦ÉÌ,FPA016962?Luxinan?Exchange?Client?Ticket/Hou?Xiaoyan?10/24/2019,,, 879.21 
TRANS678637,PARENT_SUPPLIER_104198,SUPPLIER_104198,,ÆäËûÓ¦¸¶ÕË¿î-¹©Ó¦ÉÌ,FPA016962?Southwest?Shandong?Communication?Client?Ticket?Service?Fee/Hou?Xiaoyan?10/24/2019,,, 33.97 
TRANS527842,PARENT_SUPPLIER_410845,SUPPLIER_410845,,ÆäËûÓ¦¸¶ÕË¿î-¹©Ó¦ÉÌ,,,, 1.73 
TRANS924449,PARENT_SUPPLIER_175256,SUPPLIER_175256,,ÆäËûÓ¦¸¶ÕË¿î-¹©Ó¦ÉÌ,BRIAN?7/16?Shanghai/Miao?Liuping?08/14/2019,,, 28.76 
TRANS106863,PARENT_SUPPLIER_687354,SUPPLIER_687354,,ÆäËûÓ¦¸¶ÕË¿î-¹©Ó¦ÉÌ,8DD120-Nov?/?Wang?Jun?10/29/2019,,," 14,518.00 "
TRANS561334,PARENT_SUPPLIER_265722,SUPPLIER_265722,,ÆäËûÓ¦¸¶ÕË¿î-¹©Ó¦ÉÌ,60%?Meeting?/?Yin?Yunbo?11/04/2019,,," 15,591.17 "
TRANS496392,PARENT_SUPPLIER_521915,SUPPLIER_521915,,AP - LC,,,, 1.57 
TRANS647569,PARENT_SUPPLIER_373873,SUPPLIER_373873,,AP - LC,Great?Minds?Tokyo?6/15-16,,, 19.65 
TRANS618618,PARENT_SUPPLIER_849062,SUPPLIER_849062,,AP - LC,PMDA CONSULTATION MEETING FEE FOR XIENCE SKYPOINT,,, 24.19 
TRANS910467,PARENT_SUPPLIER_398702,SUPPLIER_398702,,AP - LC,,,, 3.16 
TRANS351700,PARENT_SUPPLIER_284391,SUPPLIER_284391,,AP - LC,B4 MITRACLIP: 0919 CVIT2019 LUNCH BOX+MISC,,, 39.46 
TRANS208987,PARENT_SUPPLIER_159183,SUPPLIER_159183,,ÆäËûÓ¦¸¶ÕË¿î-¹©Ó¦ÉÌ,Sponsorship/Wang?lin?10/25/2019,,," 14,518.00 "
TRANS277486,PARENT_SUPPLIER_936061,SUPPLIER_936061,,ÆäËûÓ¦¸¶ÕË¿î-¹©Ó¦ÉÌ,Sponsorship?/?Zhu?Tingmin?10/29/2019,,," 36,295.00 "
TRANS109864,PARENT_SUPPLIER_203857,SUPPLIER_203857,,AP - LC,,,, 0.23 
TRANS622029,PARENT_SUPPLIER_302052,SUPPLIER_302052,,AP - LC,C1?52208?6/1?7TH?TOKAI?ENGLISH?CONFERENCE,,, -0.31 
TRANS244507,PARENT_SUPPLIER_268266,SUPPLIER_268266,,AP - LC,C1?52208?6/1?7TH?TOKAI?ENGLISH?CONFERENCE,,, 2.83 
TRANS721187,PARENT_SUPPLIER_772252,SUPPLIER_772252,,AP - LC,,,, 0.36 
TRANS491043,PARENT_SUPPLIER_502643,SUPPLIER_502643,,AP - LC,Stamp?fee,,, 0.28 
TRANS425196,PARENT_SUPPLIER_262368,SUPPLIER_262368,,AP - LC,license?plate,,, 0.14 
TRANS869820,PARENT_SUPPLIER_510479,SUPPLIER_510479,,AP - LC,ETC?Setup,,, 0.23 
TRANS979856,PARENT_SUPPLIER_853089,SUPPLIER_853089,,AP - LC,change?of?name,,, 4.30 
TRANS855463,PARENT_SUPPLIER_625615,SUPPLIER_625615,,ÆäËûÓ¦¸¶ÕË¿î-¹©Ó¦ÉÌ,201908?to?201909?Warehouse?Charges?on?Fute?North?Road/Gary?10/23/2019,,, 56.27 
TRANS862803,PARENT_SUPPLIER_350528,SUPPLIER_350528,,ÆäËûÓ¦¸¶ÕË¿î-¹©Ó¦ÉÌ,201908?to?201909?Warehouse?water?costs?for?Fute?North?Road/Gary?10/23/2019,,, 4.67 
TRANS797818,PARENT_SUPPLIER_375718,SUPPLIER_375718,,ÆäËûÓ¦¸¶ÕË¿î-¹©Ó¦ÉÌ,,,, 0.14 
TRANS508732,PARENT_SUPPLIER_472174,SUPPLIER_472174,,ÆäËûÓ¦¸¶ÕË¿î-¹©Ó¦ÉÌ,,,, 7.32 
TRANS732997,PARENT_SUPPLIER_548959,SUPPLIER_548959,,AP - LC,"C1?September?9,?2019?-?11?Nagai?Hiroyuki?Sensei?Vietnam?Program?Reward",,, -3.12 
TRANS594018,PARENT_SUPPLIER_215192,SUPPLIER_215192,,AP - LC,"C1?September?9,?2019?-?11?Nagai?Hiroyuki?Sensei?Vietnam?Program?Reward",,, 30.54 
TRANS897830,PARENT_SUPPLIER_513632,SUPPLIER_513632,,AP - LC,D1?9/19?Co-sponsored?luncheon?seminar:?Players'?transportation?fee,,, 0.07 
TRANS720282,PARENT_SUPPLIER_267609,SUPPLIER_267609,,AP - LC,C1?9/19?Co-sponsored?Lunch?Seminar?Performer?Reward,,, 4.71 
TRANS458640,PARENT_SUPPLIER_656783,SUPPLIER_656783,,AP - LC,C1?9/19?Co-sponsored?Lunch?Seminar?Performer?Reward,,, -0.52 
TRANS240593,PARENT_SUPPLIER_269787,SUPPLIER_269787,,AP - LC,,,, 0.38 
TRANS791472,PARENT_SUPPLIER_884930,SUPPLIER_884930,,AP - LC,,,, 1.28 
TRANS826892,PARENT_SUPPLIER_667292,SUPPLIER_667292,,AP - LC,A6?OCT-PME?research?expenses,,, -1.77 
TRANS771514,PARENT_SUPPLIER_333758,SUPPLIER_333758,,AP - LC,A6?OCT-PME?research?expenses,,, 16.02 
TRANS399423,PARENT_SUPPLIER_858326,SUPPLIER_858326,,AP - LC,,,, 0.90 
TRANS997057,PARENT_SUPPLIER_576058,SUPPLIER_576058,,AP - LC,A6?OCT-PME?research?expenses,,, -1.25 
TRANS242059,PARENT_SUPPLIER_791277,SUPPLIER_791277,,AP - LC,A6?OCT-PME?research?expenses,,, 11.31 
TRANS432234,PARENT_SUPPLIER_378398,SUPPLIER_378398,,AP - LC,,,, 1.13 
TRANS793096,PARENT_SUPPLIER_656473,SUPPLIER_656473,,AP - LC,C1?54557?9/13CTO?WS@?Fukuoka?Red?Cross?Hospital?Actor?Reward,,, -1.56 
TRANS928431,PARENT_SUPPLIER_546106,SUPPLIER_546106,,AP - LC,C1?54557?9/13CTO?WS@?Fukuoka?Red?Cross?Hospital?Actor?Reward,,, 14.14 
TRANS715234,PARENT_SUPPLIER_700224,SUPPLIER_700224,,AP - LC,,,, 5.40 
TRANS307460,PARENT_SUPPLIER_729988,SUPPLIER_729988,,AP - LC,Competitive?Competitive?Purchase?Costs,,, 67.51 
TRANS277517,PARENT_SUPPLIER_525501,SUPPLIER_525501,,AP - LC,CUSTOMS CLEARANCE FEE,,, 0.46 
TRANS121946,PARENT_SUPPLIER_629333,SUPPLIER_629333,,AP - LC,ABBOTT?Tesagebukuro?small?(3000?copies),,, 32.36 
TRANS472732,PARENT_SUPPLIER_544042,SUPPLIER_544042,,AP - LC,ABBOTT?Carrying?bag?(3000?copies),,, 32.08 
TRANS751252,PARENT_SUPPLIER_389328,SUPPLIER_389328,,AP - LC,ABBOTT?Tedage?Bag?Size?(2000?copies),,, 45.52 
TRANS636112,PARENT_SUPPLIER_245991,SUPPLIER_245991,,AP - LC,,,, 8.80 
TRANS234190,PARENT_SUPPLIER_515273,SUPPLIER_515273,,AP - LC,,,, 1.07 
TRANS616562,PARENT_SUPPLIER_331207,SUPPLIER_331207,,AP - LC,A4?CRO?Fee?(DM?Business),,, 13.36 
TRANS403358,PARENT_SUPPLIER_119297,SUPPLIER_119297,,AP - LC,,,, 0.12 
TRANS790460,PARENT_SUPPLIER_730257,SUPPLIER_730257,,AP - LC,LUNCH BOXES FOR MEETING ON OCT 3RD.,,, 1.55 
TRANS307053,PARENT_SUPPLIER_363460,SUPPLIER_363460,,ÆäËûÓ¦¸¶ÕË¿î-¹©Ó¦ÉÌ,,,," 2,152.69 "
TRANS958986,PARENT_SUPPLIER_400093,SUPPLIER_400093,,ÆäËûÓ¦¸¶ÕË¿î-¹©Ó¦ÉÌ,September?2019?Agent?fee?/?Gary?Song?10/29/2019,,," 35,878.13 "
TRANS955802,PARENT_SUPPLIER_709268,SUPPLIER_709268,,ÆäËûÓ¦¸¶ÕË¿î-¹©Ó¦ÉÌ,AVXV19079?Duty?/?Gary?Song?11/01/2019,,," 5,045.51 "
TRANS656441,PARENT_SUPPLIER_917092,SUPPLIER_917092,,ÆäËûÓ¦¸¶ÕË¿î-¹©Ó¦ÉÌ,AVXV19079?VAT?Tax?/?Gary?Song?11/01/2019,,," 51,111.03 "
TRANS659358,PARENT_SUPPLIER_147126,SUPPLIER_147126,,ÆäËûÓ¦¸¶ÕË¿î-¹©Ó¦ÉÌ,AVCT19121?VAT?Tax?/?Gary?Song?11/04/2019,,," 26,234.79 "
TRANS494005,PARENT_SUPPLIER_920580,SUPPLIER_920580,,ÆäËûÓ¦¸¶ÕË¿î-¹©Ó¦ÉÌ,AVCT19120?VAT?Tax?/?Gary?Song?11/04/2019,,," 230,878.71 "
TRANS740995,PARENT_SUPPLIER_485222,SUPPLIER_485222,,ÆäËûÓ¦¸¶ÕË¿î-¹©Ó¦ÉÌ,AVCT19120?Duty?/?Gary?Song?11/04/2019,,," 68,307.31 "
TRANS707998,PARENT_SUPPLIER_448612,SUPPLIER_448612,,ÆäËûÓ¦¸¶ÕË¿î-¹©Ó¦ÉÌ,AVCT19121?Duty?/?Gary?Song?11/04/2019,,," 7,711.44 "
TRANS726521,PARENT_SUPPLIER_496834,SUPPLIER_496834,,AP - LC,,,, 0.59 
TRANS620182,PARENT_SUPPLIER_210194,SUPPLIER_210194,,AP - LC,July?2019?Conference?Call?Fee,,, 7.43 
TRANS451843,PARENT_SUPPLIER_361794,SUPPLIER_361794,,AP - LC,,,, 0.32 
TRANS827394,PARENT_SUPPLIER_973340,SUPPLIER_973340,,AP - LC,D1)?Kyoeisha?7/30?Yokohama?Sakae?Kyosai?Hospital?PHYSIOLOGY?COE?equipment?rental?fee,,, 4.05 
TRANS621507,PARENT_SUPPLIER_565138,SUPPLIER_565138,,AP - LC,,,, 3.27 
TRANS538639,PARENT_SUPPLIER_724067,SUPPLIER_724067,,AP - LC,mailing?cost,,, 2.49 
TRANS897706,PARENT_SUPPLIER_171396,SUPPLIER_171396,,AP - LC,business?commission?fee,,, 40.86 
TRANS197463,PARENT_SUPPLIER_471035,SUPPLIER_471035,,ÆäËûÓ¦¸¶ÕË¿î-¹©Ó¦ÉÌ,,,, 67.66 
TRANS928882,PARENT_SUPPLIER_813808,SUPPLIER_813808,,ÆäËûÓ¦¸¶ÕË¿î-¹©Ó¦ÉÌ,Production/zheng?mengying?10/22/2019,,," 2,255.22 "
TRANS770458,PARENT_SUPPLIER_134535,SUPPLIER_134535,,AP - LC,6 MONTHS BLANKET PO FOR ENVIRONMENTAL,,6 MONTHS BLANKET PO FOR ENVIRONMENTAL, 20.91 
